1.047399999999999916e-06 3.352866186236824232e-07 2.957407451541746366e-07 2.790612939692838798e-07 2.409312565810231278e-07 2.125845183669205570e-07 2.179695590830174881e-07 1.983673319404476334e-07 1.863949797702740266e-07 1.755177944639114394e-07 1.631366010145382573e-07 1.333802216853791195e-07 1.278854026769591729e-07 1.025992228335010424e-07 8.365561400189587895e-08 8.298181857282697784e-08 6.829182976824899877e-08 6.006683351965587203e-08 5.185160816653433461e-08 4.302615857617887112e-08 3.620346970060099221e-08 2.928560469673567039e-08 2.405231948215539164e-08 1.886132997551154818e-08 1.540904905785368200e-08 1.366732037193791802e-08 1.022133561753573808e-08 8.373941163123130762e-09 6.671797344445996735e-09 5.306360880762979876e-09 3.973691916019823229e-09 3.050524255322877503e-09 2.184443393538712122e-09 1.502594111090066662e-09 1.130072449798329398e-09 7.986111658015539523e-10 6.305162778247536134e-10 5.065623903165074813e-10 4.009407370234654267e-10 2.855009421461828578e-10 2.165879939110392751e-10 1.815404454713118926e-10 1.387867952683059169e-10 1.154712172935944729e-10 8.533527136666590424e-11 6.672372426560763758e-11 4.812433245883298615e-11 3.964050618841655015e-11 3.234299536867640089e-11 2.540252842168730876e-11 1.658896477529708260e-11 1.112862337063198616e-11 7.753760491045484069e-12 5.350303254449084013e-12 2.485857694780846932e-12 1.689493501355299996e-12 1.011597981569673295e-12 5.336151109196292406e-13
3.352866186236824232e-07 7.817000000000000712e-07 3.588257272788609302e-07 3.575226299432234336e-07 3.154052642991438887e-07 2.775889846562073892e-07 2.806782779491546203e-07 2.514388922852298063e-07 2.328936803120506416e-07 2.178438248904680012e-07 2.024717010381383620e-07 1.660146318327683362e-07 1.594932056267420844e-07 1.284921149991521237e-07 1.048168121183481559e-07 1.038533983221278191e-07 8.536099196577248712e-08 7.498642456208922092e-08 6.464263588234547752e-08 5.357978576248869121e-08 4.505322445485640657e-08 3.641988132202406242e-08 2.989070755905015797e-08 2.342180013348027793e-08 1.912378109691364132e-08 1.695051643461002637e-08 1.267022603656729365e-08 1.038402324549387456e-08 8.266337899422414072e-09 6.569552107199601972e-09 4.917340565245811022e-09 3.774667879758797671e-09 2.702708682663131122e-09 1.859556747928680329e-09 1.399244992034891105e-09 9.892817193367880195e-10 7.813613251342866585e-10 6.278745506112823645e-10 4.969195849138753903e-10 3.539574763363948665e-10 2.686078595843240572e-10 2.251504501920770838e-10 1.721824760209307469e-10 1.433136380728293631e-10 1.059592402424147418e-10 8.288045010781716736e-11 5.980467692505171881e-11 4.927894268010596092e-11 4.022109954098071430e-11 3.160835478030563241e-11 2.066096298251418355e-11 1.387242338337151401e-11 9.674409902286802311e-12 6.682390710576300782e-12 3.108195534795771158e-12 2.114853307866232269e-12 1.268958798882703550e-12 6.702714559849911661e-13
2.957407451541746366e-07 3.588257272788609302e-07 7.568999999999999021e-07 4.256752435878479988e-07 3.890628333955263468e-07 3.447853986008412738e-07 3.446070218353101768e-07 3.023943256662700966e-07 2.728064777325487659e-07 2.515854749201109644e-07 2.343509011450965223e-07 1.944033973589668799e-07 1.885633987936174153e-07 1.554105871590236051e-07 1.278965147878069818e-07 1.269635457244637478e-07 1.044627758958115016e-07 9.189093431625218923e-08 7.925592890794736995e-08 6.503842435461561675e-08 5.471066251326927997e-08 4.430005542378445430e-08 3.642778819271651159e-08 2.856895171570950524e-08 2.335584631387178559e-08 2.072428930618850747e-08 1.549780041791330765e-08 1.267084580326674825e-08 1.011300107703165573e-08 8.063130899800907064e-09 6.036104315151432949e-09 4.636420444016258312e-09 3.322569976458670586e-09 2.286862218502610012e-09 1.721141366801004729e-09 1.217798067122299610e-09 9.625933704148364550e-10 7.741517596168889647e-10 6.132810839760829060e-10 4.370682161095410731e-10 3.317596268430177905e-10 2.781241372323605871e-10 2.127657620132335475e-10 1.771280813137812303e-10 1.309755290119988950e-10 1.024620469915441461e-10 7.394313826846449941e-11 6.093656269387872912e-11 4.974201514852670990e-11 3.910067823846028919e-11 2.556461209683053476e-11 1.716521230410151634e-11 1.197043426353841212e-11 8.267931225132715426e-12 3.845614663298539963e-12 2.616944199330047071e-12 1.571278196129859926e-12 8.295066258528268840e-13
2.790612939692838798e-07 3.575226299432234336e-07 4.256752435878479988e-07 6.499999999999999176e-07 4.747569336877325090e-07 4.372694546510886852e-07 4.443305415562264321e-07 3.882699248945201662e-07 3.421377278371347107e-07 3.067040381999230659e-07 2.791418210932352838e-07 2.276975787280627589e-07 2.184571645692123027e-07 1.794082127412605705e-07 1.472902179386200361e-07 1.460443403191693432e-07 1.201134214270735655e-07 1.056600564073776761e-07 9.113755112482656156e-08 7.475717039646255256e-08 6.290209379146797923e-08 5.094576012376608651e-08 4.190116922016064821e-08 3.286630247009128989e-08 2.687340289490900066e-08 2.384747672093318495e-08 1.783451844029567595e-08 1.458707950110076470e-08 1.164282907532678610e-08 9.280530582974629270e-09 6.950913529606820114e-09 5.340915080087735120e-09 3.828536043271948724e-09 2.636503894171204137e-09 1.985746202990889592e-09 1.406129959736102305e-09 1.112120255662333112e-09 8.942914691878052671e-10 7.081704770459824336e-10 5.046724880001036194e-10 3.829733513624001814e-10 3.207971744770102473e-10 2.453824806709038807e-10 2.042518803959781757e-10 1.510089855653036118e-10 1.180878341117777752e-10 8.520426480011535962e-11 7.019279680127956210e-11 5.727513022607069226e-11 4.500035074842177516e-11 2.940990774295732464e-11 1.973669231483925315e-11 1.375828388156144384e-11 9.498990906147407810e-12 4.416282651826614878e-12 3.004910250856953974e-12 1.805080373903924128e-12 9.521815520419389367e-13
2.409312565810231807e-07 3.154052642991437829e-07 3.890628333955263998e-07 4.747569336877326149e-07 6.500000000000001294e-07 4.763085286116545768e-07 5.034189296051065436e-07 4.490515790182953009e-07 3.945754506206764043e-07 3.468792939505733774e-07 3.074462151425753366e-07 2.438893292103462296e-07 2.287176575862619664e-07 1.848533658454693458e-07 1.503443337849651288e-07 1.484210292513123481e-07 1.218278889941807167e-07 1.070799811927210130e-07 9.233011968926868187e-08 7.592551778031117860e-08 6.392212955001560296e-08 5.178448084293834680e-08 4.259393730738212273e-08 3.340893773755584599e-08 2.732148366035898440e-08 2.424009076345536551e-08 1.812758640162119371e-08 1.484654519400529585e-08 1.184086516989696025e-08 9.431085671378966220e-09 7.062114631016461327e-09 5.427518501291301136e-09 3.890784485649989532e-09 2.680757040709752194e-09 2.020807052795588882e-09 1.432076767357476785e-09 1.133218095517498288e-09 9.111291928123701866e-10 7.210096223655557487e-10 5.137848268839314994e-10 3.897905124779249929e-10 3.261914028281016346e-10 2.494465772300508031e-10 2.075917718623394061e-10 1.534526319836072623e-10 1.199418727628813009e-10 8.652278670741301013e-11 7.124635891634134188e-11 5.810435808263632575e-11 4.561960059998755549e-11 2.979682922158853664e-11 1.998271356599727825e-11 1.392249392561964858e-11 9.607471097284852629e-12 4.464370686464492539e-12 3.036835455570857065e-12 1.824670772843192572e-12 9.616546348679004848e-13
2.125845183669205570e-07 2.775889846562073892e-07 3.447853986008412738e-07 4.372694546510886852e-07 4.763085286116545768e-07 6.500000000000003412e-07 5.451361886020570021e-07 5.059157990569106887e-07 4.540307451207697979e-07 4.000409033742886864e-07 3.502552024863224052e-07 2.715414680821011960e-07 2.481297442741501115e-07 1.963464405031365231e-07 1.572466210449564657e-07 1.538792063172360242e-07 1.257448565432004282e-07 1.103115120739942625e-07 9.505910131982221070e-08 7.828820574528263319e-08 6.594686301773056433e-08 5.344461862435226405e-08 4.397059970122609698e-08 3.449988023544010609e-08 2.822129391083834352e-08 2.504119846052592649e-08 1.873130479980092607e-08 1.536219890404744542e-08 1.224626053522958715e-08 9.745936901340684201e-09 7.299882749120028588e-09 5.611706714779216187e-09 4.023228238832932518e-09 2.773444766172799749e-09 2.092335713747816339e-09 1.483700285461780073e-09 1.174570659556858306e-09 9.441753291305240100e-10 7.466472848654451192e-10 5.319899877216353280e-10 4.035123644622906477e-10 3.374018786706623285e-10 2.579553744807746769e-10 2.146303806204981621e-10 1.586307418926098304e-10 1.239455711988455645e-10 8.939083231721347992e-11 7.357365242709143108e-11 5.997242363245831267e-11 4.705496774602249081e-11 3.071420944778435304e-11 2.058018766334354938e-11 1.432676764787108813e-11 9.878583164581196021e-12 4.587282634481775592e-12 3.118579271820346212e-12 1.873086641253912961e-12 9.855791566320395501e-13
2.179695590830174881e-07 2.806782779491546203e-07 3.446070218353101768e-07 4.443305415562265380e-07 5.034189296051066494e-07 5.451361886020571079e-07 7.999999999999997520e-07 6.238814064343014963e-07 5.812613034194727053e-07 5.234211374492032304e-07 4.609611871962419540e-07 3.535716732243110959e-07 3.158771218955502854e-07 2.441167052147760598e-07 1.912315303606305147e-07 1.842933473337423196e-07 1.492096335045308765e-07 1.302848533612431948e-07 1.120422437418802255e-07 9.228455191547260851e-08 7.776042815020742991e-08 6.304570195505743619e-08 5.189171040270039998e-08 4.073346805844829272e-08 3.333502369583657796e-08 2.958692173206233981e-08 2.213960089018424329e-08 1.818000532250320508e-08 1.448976091524880916e-08 1.152575742068676856e-08 8.635856946601098584e-09 6.641043504138863058e-09 4.762176049495064730e-09 3.284719161564899354e-09 2.480096405566104791e-09 1.759884419773996854e-09 1.393908501666343076e-09 1.120368869101657309e-09 8.854666310168673181e-10 6.308658151215333914e-10 4.784318945624733981e-10 3.997476064008079007e-10 3.055561845217459261e-10 2.541944192462883501e-10 1.878484040219090020e-10 1.467292711328829395e-10 1.058011802980379392e-10 8.704010045470709927e-11 7.091431855536588576e-11 5.560313266173705746e-11 3.626946910236406445e-11 2.427997994206992496e-11 1.688654857834891963e-11 1.163324804723786018e-11 5.398185725751546900e-12 3.667291947588620014e-12 2.201550225979414736e-12 1.156244250180118334e-12
1.983673319404476334e-07 2.514388922852298063e-07 3.023943256662701495e-07 3.882699248945201662e-07 4.490515790182953009e-07 5.059157990569105828e-07 6.238814064343014963e-07 7.299999999999997870e-07 6.244804516099534403e-07 5.829137077756468338e-07 5.251328605841145984e-07 4.050327743288109625e-07 3.575614542674230853e-07 2.707596577992564215e-07 2.066363816780998531e-07 1.947431975131061811e-07 1.551373792324621240e-07 1.341625299617091848e-07 1.147937196865976826e-07 9.436213817835278517e-08 7.947218501498343838e-08 6.444270816674328259e-08 5.306146160507435208e-08 4.167156722967631401e-08 3.412028602621628082e-08 3.029536580849362463e-08 2.267949825762915458e-08 1.864505208982617570e-08 1.486095431669510064e-08 1.181749362739752491e-08 8.859191935227671874e-09 6.816155667226868010e-09 4.889516613897386237e-09 3.374993031306683771e-09 2.550799809504197559e-09 1.811719644291809107e-09 1.435966300599651572e-09 1.154152792841090998e-09 9.117040269253359840e-10 6.495984481138379856e-10 4.925867943762145633e-10 4.112383231870593615e-10 3.143025724518451879e-10 2.614494210362835097e-10 1.932018699042886594e-10 1.508505570686961669e-10 1.087594439340734434e-10 8.943648797656511252e-11 7.282869194407637693e-11 5.706122525649128298e-11 3.719787075165989798e-11 2.488317650275822790e-11 1.729614021377917057e-11 1.190870992058551480e-11 5.522874046641708699e-12 3.750737956918248098e-12 2.252099801021806711e-12 1.181541349049249998e-12
1.863949797702740001e-07 2.328936803120505887e-07 2.728064777325487659e-07 3.421377278371347107e-07 3.945754506206764043e-07 4.540307451207696920e-07 5.812613034194727053e-07 6.244804516099534403e-07 7.300000000000002105e-07 6.250268747861134065e-07 5.841823954743579717e-07 4.612239396486998568e-07 4.095247145489932122e-07 3.076406697730511958e-07 2.298320784044537668e-07 2.113781793015239987e-07 1.647030012068670115e-07 1.402102638725428109e-07 1.188091768501872501e-07 9.720083824028070081e-08 8.169126964874605127e-08 6.619657791761349746e-08 5.450475220566696254e-08 4.282117901615537097e-08 3.507775524839645123e-08 3.115788748473932074e-08 2.333706959571928886e-08 1.921341644594342286e-08 1.531307639551934865e-08 1.217118379575580340e-08 9.129626584638537815e-09 7.027688259123679751e-09 5.042945999707759788e-09 3.483508802284780105e-09 2.635563582506088184e-09 1.873566878690473345e-09 1.485984274582254134e-09 1.194322668192177922e-09 9.428876930862320473e-10 6.718576041598404850e-10 5.094440109943663532e-10 4.249925135759661649e-10 3.247739773045826568e-10 2.701455968390745485e-10 1.996299968838485695e-10 1.558233346089480946e-10 1.123346963820188366e-10 9.233689842249868658e-11 7.515169808960907495e-11 5.883712137248503853e-11 3.833114487542129441e-11 2.561929103163974462e-11 1.779378701144092179e-11 1.224235463969925886e-11 5.674237648777727675e-12 3.851414067975417018e-12 2.312173964293016666e-12 1.211203598491787399e-12
1.755177944639114394e-07 2.178438248904679748e-07 2.515854749201110173e-07 3.067040381999230659e-07 3.468792939505732716e-07 4.000409033742886334e-07 5.234211374492033363e-07 5.829137077756469397e-07 6.250268747861134065e-07 7.300000000000001046e-07 6.253082410138533338e-07 5.119286650151656287e-07 4.647162226435957520e-07 3.521851942797863801e-07 2.607449754648642664e-07 2.351501568998981476e-07 1.788441714404678477e-07 1.490666951783417806e-07 1.243716449374470995e-07 1.006564659543196003e-07 8.415969078420901085e-08 6.804013958903755794e-08 5.598193389053389236e-08 4.398337692616595968e-08 3.604389155769768590e-08 3.203189897869412645e-08 2.400483460393709427e-08 1.978078361496745673e-08 1.577212701292018860e-08 1.253750466767070499e-08 9.410987204515747629e-09 7.248497356719150401e-09 5.203963620293046396e-09 3.597422435347726011e-09 2.724348333277809689e-09 1.938417915386318916e-09 1.538558954847316012e-09 1.236765911589007587e-09 9.761312796831031095e-10 6.956747831192227455e-10 5.275365582839087669e-10 4.398462822087614108e-10 3.361264998202841318e-10 2.796001477879581476e-10 2.066334590681913493e-10 1.612591883577399151e-10 1.162523561497067942e-10 9.552705662645116071e-11 7.771665351385759004e-11 6.080894797098067664e-11 3.959622867640481041e-11 2.644525843614353674e-11 1.835469646696230630e-11 1.261992995218138099e-11 5.846146860562049405e-12 3.966133322980360264e-12 2.380885068586216771e-12 1.245316207816378188e-12
